requirement_id,title,source_category,delivery_class,source_ids,source_urls,account_evidence_ids,verification_status,screen_id,screen_title,source_svg,preview_png,state_refs,responsive_refs,task_id,test_id,phase_registry,phase_backlog,task_dependencies,integration_links,adapter_task_ids,integration_ids,implementation_status,test_status,asset_link_status,variant_refs,variant_svg,variant_png
REQ-MSG-006,Общий чат и чат бронирования,documented,mandatory_parity,DOC-022,https://new.realtycalendar.ru/products/avtomaticheskie-soobshcheniya,,Подтверждено публичным источником; операции в аккаунте не выполнялись,SCR-MSG-05,Диалог с гостем,design/source/SCR-MSG-05.svg,design/exports/SCR-MSG-05.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-MSG-006,TEST-MSG-006,P3,P3,TASK-MSG-001;TASK-INT-001,integrations/catalog.json,,,not_started,not_run,present,,,
REQ-MSG-007,"Журнал, повтор и резервный канал",documented,mandatory_parity,DOC-022;DOC-023,https://new.realtycalendar.ru/products/avtomaticheskie-soobshcheniya;https://confluence.lan.realtycalendar.ru/kb/avtosoobshcheniya-oshibki-i-ustranenie-61375230.html,,Подтверждено публичным источником; операции в аккаунте не выполнялись,SCR-MSG-06,Журнал доставки,design/source/SCR-MSG-06.svg,design/exports/SCR-MSG-06.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-MSG-007,TEST-MSG-007,P3,P3,TASK-MSG-005,integrations/catalog.json,TASK-ADP-WHATSAPP;TASK-ADP-MAX;TASK-ADP-TELEGRAM;TASK-ADP-EMAIL;TASK-ADP-SMSGATE,INT-WHATSAPP;INT-MAX;INT-TELEGRAM;INT-EMAIL;INT-SMSGATE,not_started,not_run,present,VAR-MSG-FAIL,design/source/VAR-MSG-FAIL.svg,design/exports/VAR-MSG-FAIL.png
REQ-MSG-008,Сообщения с оплатой и приватным доступом,documented,mandatory_parity,DOC-022;DOC-024;DOC-029,https://new.realtycalendar.ru/products/avtomaticheskie-soobshcheniya;https://new.realtycalendar.ru/products/autopilot;https://confluence.lan.realtycalendar.ru/kb/integratsiya-s-ttlock-60162112.html,,Подтверждено публичным источником; операции в аккаунте не выполнялись,SCR-MSG-04,Автосообщения и шаблоны,design/source/SCR-MSG-04.svg,design/exports/SCR-MSG-04.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-MSG-008,TEST-MSG-008,P3,P3,TASK-MSG-005;TASK-GST-005,integrations/catalog.json,,,not_started,not_run,present,,,
REQ-GST-009,Определение гостя при входящем звонке,documented,mandatory_parity,DOC-030,https://confluence.lan.realtycalendar.ru/kb/obzornoe-video-sistemy-realtycalendar-30954636.html,,Подтверждено публичным источником; операции в аккаунте не выполнялись,SCR-GST-02,Профиль гостя,design/source/SCR-GST-02.svg,design/exports/SCR-GST-02.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-GST-009,TEST-GST-009,P3,P3,TASK-GST-001;TASK-INT-001,,,,not_started,not_run,present,VAR-GST-MERGE,design/source/VAR-GST-MERGE.svg,design/exports/VAR-GST-MERGE.png
REQ-IAM-001,Регистрация и подтверждение email,proposed,mandatory_platform,,,,proposed_not_implemented,SCR-IAM-01,Вход и регистрация,design/source/SCR-IAM-01.svg,design/exports/SCR-IAM-01.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-IAM-001,TEST-IAM-001,P1,P1,TASK-OPS-005,,,,not_started,not_run,present,VAR-IAM-REGISTER;VAR-IAM-VERIFY,design/source/VAR-IAM-REGISTER.svg;design/source/VAR-IAM-VERIFY.svg,design/exports/VAR-IAM-REGISTER.png;design/exports/VAR-IAM-VERIFY.png
REQ-IAM-002,"Вход, сессии и выход",proposed,mandatory_platform,,,,proposed_not_implemented,SCR-IAM-01,Вход и регистрация,design/source/SCR-IAM-01.svg,design/exports/SCR-IAM-01.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-IAM-002,TEST-IAM-002,P1,P1,TASK-OPS-005;TASK-IAM-001,,,,not_started,not_run,present,VAR-IAM-REGISTER;VAR-IAM-VERIFY,design/source/VAR-IAM-REGISTER.svg;design/source/VAR-IAM-VERIFY.svg,design/exports/VAR-IAM-REGISTER.png;design/exports/VAR-IAM-VERIFY.png
REQ-IAM-003,Восстановление доступа и MFA,proposed,mandatory_platform,,,,proposed_not_implemented,SCR-IAM-02,Восстановление и MFA,design/source/SCR-IAM-02.svg,design/exports/SCR-IAM-02.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-IAM-003,TEST-IAM-003,P1,P1,TASK-OPS-005;TASK-IAM-002,,,,not_started,not_run,present,VAR-IAM-MFA,design/source/VAR-IAM-MFA.svg,design/exports/VAR-IAM-MFA.png
REQ-IAM-004,Приглашения и отзыв сотрудников,proposed,mandatory_platform,,,,proposed_not_implemented,SCR-IAM-03,Сотрудники и права,design/source/SCR-IAM-03.svg,design/exports/SCR-IAM-03.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-IAM-004,TEST-IAM-004,P1,P1,TASK-ORG-001,,,,not_started,not_run,present,VAR-IAM-INVITE,design/source/VAR-IAM-INVITE.svg,design/exports/VAR-IAM-INVITE.png
REQ-IAM-005,"Роли, права на объекты и операции",proposed,mandatory_platform,,,,proposed_not_implemented,SCR-IAM-03,Сотрудники и права,design/source/SCR-IAM-03.svg,design/exports/SCR-IAM-03.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-IAM-005,TEST-IAM-005,P1,P1,TASK-IAM-004,,,,not_started,not_run,present,VAR-IAM-INVITE,design/source/VAR-IAM-INVITE.svg,design/exports/VAR-IAM-INVITE.png
REQ-ORG-001,Создание организации и первый запуск,proposed,mandatory_platform,,,,proposed_not_implemented,SCR-ORG-01,Рабочие пространства,design/source/SCR-ORG-01.svg,design/exports/SCR-ORG-01.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-ORG-001,TEST-ORG-001,P1,P1,TASK-IAM-001,,,,not_started,not_run,present,,,
REQ-ORG-002,Переключение организаций и изоляция,proposed,mandatory_platform,,,,proposed_not_implemented,SCR-ORG-01,Рабочие пространства,design/source/SCR-ORG-01.svg,design/exports/SCR-ORG-01.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-ORG-002,TEST-ORG-002,P1,P1,TASK-ORG-001,,,,not_started,not_run,present,,,
REQ-ORG-003,"Настройки, архив и удаление организации",proposed,mandatory_platform,,,,proposed_not_implemented,SCR-ORG-02,Настройки организации,design/source/SCR-ORG-02.svg,design/exports/SCR-ORG-02.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-ORG-003,TEST-ORG-003,P4,P4,TASK-IAM-001;TASK-ORG-002;TASK-MIG-004,,,,not_started,not_run,present,,,
REQ-BILL-001,"Тарифы, trial и лимиты SaaS",proposed,mandatory_platform,,,,proposed_not_implemented,SCR-BILL-01,Подписка и лимиты,design/source/SCR-BILL-01.svg,design/exports/SCR-BILL-01.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-BILL-001,TEST-BILL-001,P2,P2,TASK-ORG-001,,,,not_started,not_run,present,VAR-BILL-LIMIT,design/source/VAR-BILL-LIMIT.svg,design/exports/VAR-BILL-LIMIT.png
REQ-BILL-002,Оплата и продление подписки,proposed,mandatory_platform,,,,proposed_not_implemented,SCR-BILL-02,Оплата подписки,design/source/SCR-BILL-02.svg,design/exports/SCR-BILL-02.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-BILL-002,TEST-BILL-002,P3,P3,TASK-ORG-001;TASK-BILL-001;TASK-INT-004,,,,not_started,not_run,present,,,
REQ-BILL-002,Оплата и продление подписки,proposed,mandatory_platform,,,,proposed_not_implemented,SCR-BILL-03,Счета подписки,design/source/SCR-BILL-03.svg,design/exports/SCR-BILL-03.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-BILL-002,TEST-BILL-002,P3,P3,TASK-ORG-001;TASK-BILL-001;TASK-INT-004,,,,not_started,not_run,present,,,
REQ-BILL-003,"Просрочка, read-only и восстановление",proposed,mandatory_platform,,,,proposed_not_implemented,SCR-BILL-04,Подписка закончилась,design/source/SCR-BILL-04.svg,design/exports/SCR-BILL-04.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-BILL-003,TEST-BILL-003,P3,P3,TASK-ORG-001;TASK-BILL-002,,,,not_started,not_run,present,,,
REQ-MIG-001,Импорт и сопоставление данных,proposed,mandatory_platform,,,,proposed_not_implemented,SCR-MIG-01,Импорт и экспорт,design/source/SCR-MIG-01.svg,design/exports/SCR-MIG-01.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-MIG-001,TEST-MIG-001,P2,P2,TASK-ORG-002;TASK-IAM-005,,,,not_started,not_run,present,,,
REQ-MIG-002,Dry-run и сверка миграции,proposed,mandatory_platform,,,,proposed_not_implemented,SCR-MIG-02,Проверка переноса,design/source/SCR-MIG-02.svg,design/exports/SCR-MIG-02.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-MIG-002,TEST-MIG-002,P2,P2,TASK-ORG-002;TASK-IAM-005;TASK-MIG-001,,,,not_started,not_run,present,VAR-MIG-UNKNOWN,design/source/VAR-MIG-UNKNOWN.svg,design/exports/VAR-MIG-UNKNOWN.png
REQ-MIG-003,Переключение первого клиента и откат,proposed,mandatory_platform,,,,proposed_not_implemented,SCR-MIG-03,Пилот и переключение,design/source/SCR-MIG-03.svg,design/exports/SCR-MIG-03.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-MIG-003,TEST-MIG-003,P4,P4,TASK-ORG-002;TASK-IAM-005;TASK-MIG-002;TASK-INT-003;TASK-OPS-001,,,,not_started,not_run,present,,,
REQ-MIG-004,Экспорт и права на скачивание,proposed,mandatory_platform,,,,proposed_not_implemented,SCR-MIG-01,Импорт и экспорт,design/source/SCR-MIG-01.svg,design/exports/SCR-MIG-01.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-MIG-004,TEST-MIG-004,P2,P2,TASK-ORG-002;TASK-IAM-005,,,,not_started,not_run,present,,,
REQ-OPS-001,Резервное копирование и восстановление,proposed,mandatory_platform,,,,proposed_not_implemented,SCR-OPS-01,Состояние сервиса,design/source/SCR-OPS-01.svg,design/exports/SCR-OPS-01.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-OPS-001,TEST-OPS-001,P4,P4,TASK-ORG-002,,,,not_started,not_run,present,,,
REQ-OPS-002,Мониторинг и очередь ошибок,proposed,mandatory_platform,,,,proposed_not_implemented,SCR-OPS-01,Состояние сервиса,design/source/SCR-OPS-01.svg,design/exports/SCR-OPS-01.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-OPS-002,TEST-OPS-002,P1,P1,TASK-ORG-002,,,,not_started,not_run,present,,,
REQ-OPS-003,Аудит и доступ поддержки,proposed,mandatory_platform,,,,proposed_not_implemented,SCR-OPS-07,Аудит и доступ поддержки,design/source/SCR-OPS-07.svg,design/exports/SCR-OPS-07.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-OPS-003,TEST-OPS-003,P2,P2,TASK-ORG-002;TASK-IAM-005,,,,not_started,not_run,present,,,
REQ-OPS-004,"Персональные данные, хранение и инциденты",proposed,mandatory_platform,,,,proposed_not_implemented,SCR-OPS-04,Данные и инциденты,design/source/SCR-OPS-04.svg,design/exports/SCR-OPS-04.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-OPS-004,TEST-OPS-004,P1,P2,TASK-ORG-002;TASK-OPS-003;TASK-MIG-004,,,,not_started,not_run,present,,,
REQ-OPS-005,"Окружения, выпуск и безопасные миграции схемы",proposed,mandatory_platform,,,,proposed_not_implemented,SCR-OPS-01,Состояние сервиса,design/source/SCR-OPS-01.svg,design/exports/SCR-OPS-01.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-OPS-005,TEST-OPS-005,P1,P1,,,,,not_started,not_run,present,,,
REQ-OPS-006,Производительность и доступность,proposed,mandatory_platform,,,,proposed_not_implemented,SCR-OPS-01,Состояние сервиса,design/source/SCR-OPS-01.svg,design/exports/SCR-OPS-01.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-OPS-006,TEST-OPS-006,P4,P4,TASK-ORG-002;TASK-OPS-002,,,,not_started,not_run,present,,,
REQ-INT-001,Каталог подключений и доступ к провайдерам,proposed,mandatory_platform,,,,proposed_not_implemented,SCR-INT-01,Подключения,design/source/SCR-INT-01.svg,design/exports/SCR-INT-01.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-INT-001,TEST-INT-001,P3,P3,TASK-IAM-005;TASK-OPS-005,integrations/catalog.json;integrations/contract.md,TASK-ADP-101HOTELS;TASK-ADP-APARTSHARING;TASK-ADP-AVITO;TASK-ADP-BOOKING;TASK-ADP-BRONEVIK;TASK-ADP-CIAN;TASK-ADP-EDEMVGOSTI;TASK-ADP-OSTROVOK;TASK-ADP-EMERGINGTRAVEL;TASK-ADP-EXPEDIA;TASK-ADP-FORENTO;TASK-ADP-HOTELBOOK;TASK-ADP-KUFAR;TASK-ADP-KVARTIRKA;TASK-ADP-ONETWOTRIP;TASK-ADP-OTELLO;TASK-ADP-OZONTRAVEL;TASK-ADP-ROOMOOK;TASK-ADP-SUTOCHNO;TASK-ADP-TUTU;TASK-ADP-ROOMLINK;TASK-ADP-VEZDEKAKDOMA;TASK-ADP-GDEKVARTIRA;TASK-ADP-DOMKLIK24;TASK-ADP-ZHILIBYLI;TASK-ADP-PRIVETTUR;TASK-ADP-CBOOKING;TASK-ADP-TVIL;TASK-ADP-YANDEXTRAVEL;TASK-ADP-TRIPVENUE;TASK-ADP-KURORTIX;TASK-ADP-ALEAN;TASK-ADP-LIGAKVARTIR;TASK-ADP-AIRBNB;TASK-ADP-REALT;TASK-ADP-GOOGLECALENDAR;TASK-ADP-MONETA-PERSONAL;TASK-ADP-MONETA-BUSINESS;TASK-ADP-AMOCRM;TASK-ADP-BITRIX24;TASK-ADP-OKIDOKI;TASK-ADP-TTLOCK;TASK-ADP-ROOMSHARING;TASK-ADP-WEBHOOKS;TASK-ADP-WHATSAPP;TASK-ADP-MAX;TASK-ADP-TELEGRAM;TASK-ADP-EMAIL;TASK-ADP-SMSGATE;TASK-ADP-REDATA;TASK-ADP-YOOKASSA;TASK-ADP-KVARTIRKA-ICAL;TASK-ADP-QQRENTA;TASK-ADP-ICAL;TASK-ADP-GAMI;TASK-ADP-RENTYSOFT;TASK-ADP-FLATSHARING;TASK-ADP-KUKURENTA;TASK-ADP-NOCHLEG24;TASK-ADP-LOKAL;TASK-ADP-KOMTET;TASK-ADP-BUSINESSRU;TASK-ADP-CLOUDKASSIR;TASK-ADP-LIFEPAY;TASK-ADP-ATOL;TASK-ADP-EVOTOR;TASK-ADP-FERMA;TASK-ADP-FIRSTOFD;TASK-ADP-KITONLINE;TASK-ADP-ORANGEDATA;TASK-ADP-SBIS;TASK-ADP-DIGITALKASSA;TASK-ADP-MODULKASSA;TASK-ADP-PLATFORMAOFD;TASK-ADP-TAXCOMOFD,INT-101HOTELS;INT-APARTSHARING;INT-AVITO;INT-BOOKING;INT-BRONEVIK;INT-CIAN;INT-EDEMVGOSTI;INT-OSTROVOK;INT-EMERGINGTRAVEL;INT-EXPEDIA;INT-FORENTO;INT-HOTELBOOK;INT-KUFAR;INT-KVARTIRKA;INT-ONETWOTRIP;INT-OTELLO;INT-OZONTRAVEL;INT-ROOMOOK;INT-SUTOCHNO;INT-TUTU;INT-ROOMLINK;INT-VEZDEKAKDOMA;INT-GDEKVARTIRA;INT-DOMKLIK24;INT-ZHILIBYLI;INT-PRIVETTUR;INT-CBOOKING;INT-TVIL;INT-YANDEXTRAVEL;INT-TRIPVENUE;INT-KURORTIX;INT-ALEAN;INT-LIGAKVARTIR;INT-AIRBNB;INT-REALT;INT-GOOGLECALENDAR;INT-MONETA-PERSONAL;INT-MONETA-BUSINESS;INT-AMOCRM;INT-BITRIX24;INT-OKIDOKI;INT-TTLOCK;INT-ROOMSHARING;INT-WEBHOOKS;INT-WHATSAPP;INT-MAX;INT-TELEGRAM;INT-EMAIL;INT-SMSGATE;INT-REDATA;INT-YOOKASSA;INT-KVARTIRKA-ICAL;INT-QQRENTA;INT-ICAL;INT-GAMI;INT-RENTYSOFT;INT-FLATSHARING;INT-KUKURENTA;INT-NOCHLEG24;INT-LOKAL;INT-KOMTET;INT-BUSINESSRU;INT-CLOUDKASSIR;INT-LIFEPAY;INT-ATOL;INT-EVOTOR;INT-FERMA;INT-FIRSTOFD;INT-KITONLINE;INT-ORANGEDATA;INT-SBIS;INT-DIGITALKASSA;INT-MODULKASSA;INT-PLATFORMAOFD;INT-TAXCOMOFD,not_started,not_run,present,VAR-INT-STALE,design/source/VAR-INT-STALE.svg,design/exports/VAR-INT-STALE.png
REQ-INT-002,"Сопоставление объектов, тарифов и источников истины",proposed,mandatory_platform,,,,proposed_not_implemented,SCR-INT-02,Сопоставление объектов и тарифов,design/source/SCR-INT-02.svg,design/exports/SCR-INT-02.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-INT-002,TEST-INT-002,P3,P3,TASK-IAM-005;TASK-OPS-005;TASK-INT-001,integrations/catalog.json;integrations/contract.md,TASK-ADP-101HOTELS;TASK-ADP-APARTSHARING;TASK-ADP-AVITO;TASK-ADP-BOOKING;TASK-ADP-BRONEVIK;TASK-ADP-CIAN;TASK-ADP-EDEMVGOSTI;TASK-ADP-OSTROVOK;TASK-ADP-EMERGINGTRAVEL;TASK-ADP-EXPEDIA;TASK-ADP-FORENTO;TASK-ADP-HOTELBOOK;TASK-ADP-KUFAR;TASK-ADP-KVARTIRKA;TASK-ADP-ONETWOTRIP;TASK-ADP-OTELLO;TASK-ADP-OZONTRAVEL;TASK-ADP-ROOMOOK;TASK-ADP-SUTOCHNO;TASK-ADP-TUTU;TASK-ADP-ROOMLINK;TASK-ADP-VEZDEKAKDOMA;TASK-ADP-GDEKVARTIRA;TASK-ADP-DOMKLIK24;TASK-ADP-ZHILIBYLI;TASK-ADP-PRIVETTUR;TASK-ADP-CBOOKING;TASK-ADP-TVIL;TASK-ADP-YANDEXTRAVEL;TASK-ADP-TRIPVENUE;TASK-ADP-KURORTIX;TASK-ADP-ALEAN;TASK-ADP-LIGAKVARTIR;TASK-ADP-AIRBNB;TASK-ADP-REALT;TASK-ADP-GOOGLECALENDAR;TASK-ADP-MONETA-PERSONAL;TASK-ADP-MONETA-BUSINESS;TASK-ADP-AMOCRM;TASK-ADP-BITRIX24;TASK-ADP-OKIDOKI;TASK-ADP-TTLOCK;TASK-ADP-ROOMSHARING;TASK-ADP-WEBHOOKS;TASK-ADP-WHATSAPP;TASK-ADP-MAX;TASK-ADP-TELEGRAM;TASK-ADP-EMAIL;TASK-ADP-SMSGATE;TASK-ADP-REDATA;TASK-ADP-YOOKASSA;TASK-ADP-KVARTIRKA-ICAL;TASK-ADP-QQRENTA;TASK-ADP-ICAL;TASK-ADP-GAMI;TASK-ADP-RENTYSOFT;TASK-ADP-FLATSHARING;TASK-ADP-KUKURENTA;TASK-ADP-NOCHLEG24;TASK-ADP-LOKAL;TASK-ADP-KOMTET;TASK-ADP-BUSINESSRU;TASK-ADP-CLOUDKASSIR;TASK-ADP-LIFEPAY;TASK-ADP-ATOL;TASK-ADP-EVOTOR;TASK-ADP-FERMA;TASK-ADP-FIRSTOFD;TASK-ADP-KITONLINE;TASK-ADP-ORANGEDATA;TASK-ADP-SBIS;TASK-ADP-DIGITALKASSA;TASK-ADP-MODULKASSA;TASK-ADP-PLATFORMAOFD;TASK-ADP-TAXCOMOFD,INT-101HOTELS;INT-APARTSHARING;INT-AVITO;INT-BOOKING;INT-BRONEVIK;INT-CIAN;INT-EDEMVGOSTI;INT-OSTROVOK;INT-EMERGINGTRAVEL;INT-EXPEDIA;INT-FORENTO;INT-HOTELBOOK;INT-KUFAR;INT-KVARTIRKA;INT-ONETWOTRIP;INT-OTELLO;INT-OZONTRAVEL;INT-ROOMOOK;INT-SUTOCHNO;INT-TUTU;INT-ROOMLINK;INT-VEZDEKAKDOMA;INT-GDEKVARTIRA;INT-DOMKLIK24;INT-ZHILIBYLI;INT-PRIVETTUR;INT-CBOOKING;INT-TVIL;INT-YANDEXTRAVEL;INT-TRIPVENUE;INT-KURORTIX;INT-ALEAN;INT-LIGAKVARTIR;INT-AIRBNB;INT-REALT;INT-GOOGLECALENDAR;INT-MONETA-PERSONAL;INT-MONETA-BUSINESS;INT-AMOCRM;INT-BITRIX24;INT-OKIDOKI;INT-TTLOCK;INT-ROOMSHARING;INT-WEBHOOKS;INT-WHATSAPP;INT-MAX;INT-TELEGRAM;INT-EMAIL;INT-SMSGATE;INT-REDATA;INT-YOOKASSA;INT-KVARTIRKA-ICAL;INT-QQRENTA;INT-ICAL;INT-GAMI;INT-RENTYSOFT;INT-FLATSHARING;INT-KUKURENTA;INT-NOCHLEG24;INT-LOKAL;INT-KOMTET;INT-BUSINESSRU;INT-CLOUDKASSIR;INT-LIFEPAY;INT-ATOL;INT-EVOTOR;INT-FERMA;INT-FIRSTOFD;INT-KITONLINE;INT-ORANGEDATA;INT-SBIS;INT-DIGITALKASSA;INT-MODULKASSA;INT-PLATFORMAOFD;INT-TAXCOMOFD,not_started,not_run,present,,,
